Barcode,Name,Sales Price,Sales Description,Description for the website,Origin,Website Product Category,barcode_norm,expiration_date,date_repaired
4260637865113,Sandvic Duona ALIBABA,0.99,250g,,,,4260637865113,,
8683417000690,Sarelle Hazelnut Dark Chocolate wafer,1.75,"33g_x000D_
",,,,8683417000690,,
8690777205122,Sauleje Dziovinti Pomidorai SERA,6.90,310g,,,,8690777205122,,
624779030396894,Saulėje džiovinti pomidorai,2.40,200g,,,,624779030396894,,
4779030396853,Saulėje džiovinti pomidorai 5*5 mm,3.00,200g,,,,4779030396853,,
4779030395955,Saulėje džiovinti pomidorai 5*5 mm,2.00,70g,,,,4779030395955,,
8690120128368,Sausainiai su karamelės kremu TORKU 300g,3.30,244g,,,,8690120128368,,
8690766109981,Sausainiai su kremu ULKER ,1.99,61g,,,,8690766109981,,
8690120047911,Sausainiai su šokolado kremu TORKU,2.75,244g,,,,8690120047911,,
8850030110628,Seafood Chilli Sauce Mix  LOBO,1.50,75g,,,Padažai - pastos ir užtepėlės,8850030110628,,
4779048350144,Seasoned Seaweed Laver DREIGSAS,2.50,15g,,,,4779048350144,,
4779030394095,Seasoning mix CHIMI CHURI without salt,2.10,60g,,,,4779030394095,,
4772122002298,Seasoning mix for meat (without salt),3.59,70g,"Vartojamas laukinienos, triušienos, kalakutienos, avienos gardinimui. Rekomenduojama naudoti 10-15g prieskonių 1kg žvėrienos.",,,4772122002298,,
4779030396754,Seasoning mixture for fish (without salt),2.65,70g,,,,4779030396754,,
2098765886692,Seaweed Snacks wasabi flavoured WELLDONE,2.50,12g,,,,2098765886692,,
2098765886685,Seaweed Snacks with sea salt WELLDONE ,2.40,12g,,,,2098765886685,,
8680618600087,Seilinukas,7.10,1vnt.,,,,8680618600087,,
8690906001991,Semolina BAŞAK,2.20,500g,,,,8690906001991,,
8005121002553,Semolina Pasta DIVELLA,1.00,500g,,,,8005121002553,,
4771459075333,Serveteles,3.50,,,,,4771459075333,,
4770598480084,Serveteles,2.50,,,,,4770598480084,,
4750298007118,Serveteles LENEK ,3.50,400pcs,,,,4750298007118,,
8690504018087,Sesame Crackers ULKER,1.49,40g,,,,8690504018087,,
2098765841370,Sesame EXTRA LINE,1.99,150g,,,,2098765841370,,
8690949000098,Sesame bar with hazelnuts KROKUAZ,1.35,80g,,,,8690949000098,,
4260157578555,Sesame halva with cocoa BURAM,5.50,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),4260157578555,,
8681285002143,Sesame halva with pistachios ''Royal Family'',6.60,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8681285002143,,
4260157578562,Sesame halva with pistachios BURAM,6.76,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),4260157578562,,
4260157578548,Sesame halva with vanilla BURAM,5.25,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),4260157578548,,
4316734087818,Sesame oil DIAMOND,6.30,250ml,,,,4316734087818,,
8690661080415,Sesame paste (Tahini) GÜLCAN,6.99,600g,"Tahini galite naudoti kaip padažą. Jis puikiai tinka su daržovėmis, falafeliais, pita duona, pridėjus įvairių žolelių galite pasigaminti padažą salotoms, o tahini sumaišius su vynuogių ar kitokiu sirupu gausis natūrali „nutella“. Be to, sezamų pasta naudojama ir humuso bei kitų užtėpėlių gamybai.",,Sirupai - džemai - uogienės - sezamo pasta,8690661080415,,
8693638311338,Sesame paste (Tahini) SITOGLU,3.75,300g,,,Sirupai - džemai - uogienės - sezamo pasta,8693638311338,,
8693638906503,Sesame paste (Tahini) SITOGLU,6.99,600g,,,Sirupai - džemai - uogienės - sezamo pasta,8693638906503,,
8691573097232,Sesame paste (tahini) BURCU,3.90,300g,,,Sirupai - džemai - uogienės - sezamo pasta,8691573097232,,
8690949000012,Sesame seed bar KROKUAZ,0.79,40g,,,,8690949000012,,
8690949000029,Sesame seed bar TEMPO,1.35,60g,,,,8690949000029,,
8690949030019,Sesame seed bars 3pcs. KROKUAZ,1.99,120g,,,,8690949030019,,
4771459690697,Sesame-Wasabi-Mustar mix ,3.90,90g,,,,4771459690697,,
4251354813914,Sesampaste GULCAN,4.65,300g,,,Sirupai - džemai - uogienės - sezamo pasta,4251354813914,,
8717552025642,Seven spices blend GÜLCAN,3.64,170g,,,,8717552025642,,
4772122015427,Sezamo Seklos Baltos,1.75,100g,,,,4772122015427,,
4772122015434,Sezamo Seklos Juodos,2.90,100g,,,,4772122015434,,
4260637869999,Sezamo batonėlis ALIBABA,1.49,30g,,,,4260637869999,,
4262457391681,Sezamo batonėlis ALIBABA (kopija),2.45,70g,,,,4262457391681,,
4260637865038,Sezamo pasta ALIBABA,10.00,600g,,,,4260637865038,,
4260637866448,Sezamo pasta ALIBABA,6.65,300g,,,,4260637866448,,
8717973290421,Sezamo sėklos ANATOLIA,3.00,200g,,,,8717973290421,,
87175520255122,Sezamo sėklos GÜLCAN,3.70,200g,,,,87175520255122,,
8692981001408,Sezamų chalva su pistacijomis BURAM,6.76,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8692981001408,,
71817968487,Shampoo for body and hair OLIVANT,1.55,160g,,,Pramoninės prekės - higienos priemonės,71817968487,,
8717552025468,Shawarma spice mix GÜLCAN,1.99,250g,,,,8717552025468,,
4027394034707,Sheep Cheese YAYLA,3.95,150g,,,,4027394034707,,
4027394003406,Sheep Cheese in Brine %50 fat YAYLA,17.00,800g,,Netherlands,,4027394003406,,
4027394003390,Sheep cheese (50% fat) YAYLA,9.95,400g,,,,4027394003390,,
6922163618219,Shirataki Konjac Makaronai CITY AROMA,3.90,400g,,,,6922163618219,,
8680618042412,Short-sleeved bib MOO NEWBORN,10.00,1vnt.,,,,8680618042412,,
4779030395894,Sičuano pipirai 45g,4.09,60g,,,,4779030395894,,
4772122015632,Sičuano pipirai 45g (kopija),3.90,50g,,,,4772122015632,,
4056546351034,Skrudinti ir sūdyti anakardžiai 150g,6.09,200g,,,,4056546351034,,
8717973290827,Sliced almonds ANATOLIA,3.00,175g,,,,8717973290827,,
4027394005110,Sliced beef ham YAYLA,6.95,100g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,,4027394005110,,
8691573086366,Sliced jalapenos BURCU,2.99,570g,,,,8691573086366,,
8691573004117,Sliced tomatoes BURCU,4.99,560g,,,,8691573004117,,
4027394005233,Sliced turkey ham YAYLA,5.45,100g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,,4027394005233,,
4027394005189,Sliced turkey salami YAYLA,4.99,150g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,,4027394005189,,
4860108710197,Slyviu Uogiene NENA,3.90,,,,,4860108710197,,
4027394005035,Smoked beef salami with back pepper YAYLA,3.55,80g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,,4027394005035,,
4027394004328,Smoked poultry sausages YAYLA,6.50,400g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,,4027394004328,,
4779030396839,Smoked sweet pepper,10.99,500g,,,,4779030396839,,
8680618042900,Smėlinukas ilg. rankovėmis 2-3metams,25.10,1vnt.,,,,8680618042900,,
8680618009286,Smėlinukas ilg. rankovėmis 3-6mėn,13.10,1vnt.,,,,8680618009286,,
8680618038118,Smėlinukas ilg. rankovėmis 6-9mėn.,11.10,1vnt.,,,,8680618038118,,
8680618038064,Smėlinukas ilg. rankovėmis naujagimiui,10.10,1vnt.,,,,8680618038064,,
8680618038392,Smėlinukas ilg.rankovėmis 0-3mėn.,11.10,1vnt.,,,,8680618038392,,
8680618009217,Smėlinukas ilg.rankovėmis 3-6mėn.,13.10,1vnt.,,,,8680618009217,,
8680618043457,Smėlinukas trump. rankovėmis 0-3mėn.,11.60,1vnt.,,,,8680618043457,,
8680618007442,Smėlinukas trump. rankovėmis 3-6mėn.,13.10,1vnt.,,,,8680618007442,,
8680618038309,Smėlinukas trump. rankovėmis 3-6mėn.,10.10,1vnt.,,,,8680618038309,,
8680618037586,Smėlinukas trump. rankovėmis 3vnt.,27.10,1vnt.,,,,8680618037586,,
8680618037623,Smėlinukas trump. rankovėmis 3vnt.,27.10,1vnt.,,,,8680618037623,,
8680818042441,Smėlinukas trump. rankovėmis 6-9mėn.,10.10,1vnt.,,,,8680818042441,,
8680618009439,Smėlinukas trump. rankovėmis 6-9mėn.,13.10,1vnt.,,,,8680618009439,,
86807180441,Smėlinukas trump. rankovėmis 6-9mėn.,7.10,1vnt.,,,,86807180441,,
86807180417,Smėlinukas trump. rankovėmis 9-12mėn.,7.10,1vnt.,,,,86807180417,,
8680618037982,Smėlinukas trump. rankovėmis 9-12mėn.,10.10,1vnt.,,,,8680618037982,,
8680618036503,Smėlinuko ilg.rankovėmis ir skarelės komplektas 3-6mėn.,25.10,1vnt.,,,,8680618036503,,
6939945103368,Soba Noodles DIESLY,3.90,300g,,,,6939945103368,,
4260467596027,Soft Cow Cheese CHORIKOS,4.30,150g,,,,4260467596027,,
4027394003932,Soft Labne cheese YAYLA,2.20,200g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394003932,,
4027394002393,Soft cheese YAYLA,8.40,400g,"Tai minkštas sūris, trapios tekstūros, todėl tinka užbarstyti ant salotų. Skonis dažniausiai būna švelnus ir šiek tiek saldus. Dažnai patiekiamas su graikiniais riešutais ir sviestu ar apšlaksčius alyvuogių aliejumi kaip užkandis.",,,4027394002393,,
4027394003505,Soft cheese with cumin seeds YAYLA,12.95,500g,"Tai minkštas sūris, trapios tekstūros, todėl tinka užbarstyti ant salotų. Skonis dažniausiai būna švelnus ir šiek tiek saldus. Dažnai patiekiamas su graikiniais riešutais ir sviestu ar apšlaksčius alyvuogių aliejumi kaip užkandis.",,,4027394003505,,
4027394003710,"Sour Village Yoghurt (3,5% fat) YAYLA",1.99,1000g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394003710,,
8697890546439,Sour sumac SENAY,7.50,600g,,,,8697890546439,,
8720301107155,Soy sauce AYUKA,3.45,150ml,,,Padažai - pastos ir užtepėlės,8720301107155,,
6933362460011,Soy sauce CHAIN KWO,3.20,710g,,,Padažai - pastos ir užtepėlės,6933362460011,,
8715035110106,Soy sauce KIKKOMAN,3.90,150ml,,Japan,Padažai - pastos ir užtepėlės,8715035110106,,
8715035110502,Soy sauce KIKKOMAN,8.50,500ml,,,Padažai - pastos ir užtepėlės,8715035110502,,
49030010710,Soy sauce YAMASA,3.60,150ml,,,Padažai - pastos ir užtepėlės,49030010710,,
4903001017724,Soy sauce YAMASA,3.99,500ml,,,Padažai - pastos ir užtepėlės,4903001017724,,
8690576029011,Spaghetti ANKARA,0.75,500g,,Turkey,,8690576029011,,
8690576029004,"Spaghetti ANKARA,,Spagheti''",0.75,500g,,Turkey,,8690576029004,,
8001250120120,Spaghetti DE CECCO,1.90,500g,,,,8001250120120,,
8710819003353,Spanish garlic sauce GALA,3.50,525g,,,Padažai - pastos ir užtepėlės,8710819003353,,
8691381000592,Sparkling Mineral Water with Mango & Pineapple Flavour BEYPAZARI,1.29,200ml,,,,8691381000592,,
8692813002122,Sparkling Natural Mineral Water KIZILAY,1.25,200ml,,,,8692813002122,,
8692813003495,Sparkling Natural Mineral Water with Apple KIZILAY,1.49,200ml,,,,8692813003495,,
8692813005031,Sparkling Natural Mineral Water with Elderberry and strawberry Flavour KIZILAY +,1.49,200ml,,,,8692813005031,,
8692813003396,Sparkling Natural Mineral Water with Lemon Flavour KIZILAY,1.49,200ml,,,,8692813003396,,
8692813005406,Sparkling Natural Mineral Water with Mandarin KIZILAY,1.49,200ml,,,,8692813005406,,
8692813005017,Sparkling Natural Mineral Water with Mango & Pineapple Flavour KIZILAY,1.49,200ml,,,,8692813005017,,
8692813002023,Sparkling Natural Mineral Water with Pomegranate KIZILAY ,1.49,200ml,,,,8692813002023,,
8692813003945,Sparkling Natural Mineral Water with Watermelon & Strawberry KIZILAY,1.49,200ml,,,,8692813003945,,
8690525500028,Sparkling soft drink with apple flavour PINAR,0.75,200ml,,,,8690525500028,,
8691381000394,Sparkling soft drink with black mulberry currant flavor BEYPAZARI,0.88,200ml,,,,8691381000394,,
8691381000066,Sparkling soft drink with black strawberry flavor BEYPAZARI,0.87,200ml,,,,8691381000066,,
8690525500011,Sparkling soft drink with lemon flavour PINAR,0.75,200ml,,,,8690525500011,,
8691381000301,Sparkling soft drink with mandarin flavour BEYPAZARI,0.69,200ml,,,,8691381000301,,
8691381000424,Sparkling soft drink with pineapple and mango flavour BEYPAZARI,1.35,200ml,,,,8691381000424,,
8691381000219,Sparkling soft drink with pomegranate flavour BEYPAZARI,1.35,200ml,,,,8691381000219,,
8691381000660,Sparkling soft drink with strawberry flavour BEYPAZARI,0.79,200ml,,,,8691381000660,,
8690525500042,Sparkling soft drink with watermelon and strawberry flavour PINAR,0.75,200ml,,,,8690525500042,,
8717973293538,Spice Coated Corn ANATOLIA,3.25,170g,,,,8717973293538,,
8886390204523,Spice Paste for Japanese Miso Soup ASIAN HOME GOURMET,2.99,50g,,,,8886390204523,,
8886390200068,Spice Paste for Thai Tom Yum Soup ASIAN HOME GOURMET,2.99,50g,,,,8886390200068,,
4779030395399,Spice mix (for lamb),17.99,1000g,,,,4779030395399,,
4772122002267,Spice mix Cajun,3.99,,,,,4772122002267,,
4779030394088,Spice mix TZATZIKI without salt,2.99,50g,,,,4779030394088,,
4779030395191,Spice mix Za'Atar,2.99,50g,"„Za’atar“ dažnai naudojamas Viduriniųjų Rytų ir Viduržemio jūros regiono virtuvėje. Tai įvairių žolelių, sezamo sėklų, žagrenio ir druskos derinys. Za‘atar yra vienas unikaliausių ir geriausių prieskonių pasaulyje. Jame gausu drąsių skonių bei jo puiki tekstūra. Za‘atar mišiniu galima gardinti salotas, mėsa ar žuvį, bet jis taip pat tinka ir užbarstyti ant keptos kiaušinienės, pomidorų ar sumuštinio su avokadu.",,,4779030395191,,
6251014085147,Spice mix Za'Atar,5.99,500g,"„Za’atar“ dažnai naudojamas Viduriniųjų Rytų ir Viduržemio jūros regiono virtuvėje. Tai įvairių žolelių, sezamo sėklų, žagrenio ir druskos derinys. Za‘atar yra vienas unikaliausių ir geriausių prieskonių pasaulyje. Jame gausu drąsių skonių bei jo puiki tekstūra. Za‘atar mišiniu galima gardinti salotas, mėsa ar žuvį, bet jis taip pat tinka ir užbarstyti ant keptos kiaušinienės, pomidorų ar sumuštinio su avokadu.",,,6251014085147,,
6251014085215,Spice mix Za'Atar Shami,6.99,500g,,,,6251014085215,,
6253001090028,Spice mix Za'tar KASIH,3.99,225g,,,,6253001090028,,
4779030394057,Spice mix for Uzbek pilaf,3.55,80g,,,,4779030394057,,
4772122002304,Spice mix for beef Deco,3.55,70g,,,,4772122002304,,
4779030394040,Spice mix for lamb,2.49,60g,,,,4779030394040,,
8717552025819,Spice mix for lamb GÜLCAN,1.15,200g,,,,8717552025819,,
8717552029008,Spice mix for olives GÜLCAN,3.20,100g,,,Prieskoniai / Prieskonių mišiniai,8717552029008,,
4771459070598,Spice mixture adjika,5.85,90g,,,,4771459070598,,
4772122002328,Spices for marinating poultry without salt,3.10,100g,,,,4772122002328,,
4772122002335,Spices for mulled wine with cardamom,1.00,60g,,,,4772122002335,,
4772122002250,Spices for pizza,2.50,35g,"Šis mišinys vartojamas įvairioms užtepėlėms, mėsos įdarams, picoms.",,,4772122002250,,
4027394005752,Spicy Turkish spread Cemen YAYLA,2.90,250g,,,,4027394005752,,
60817105076,Spicy mango chutney SWAD,3.50,350g,,,,60817105076,,
8717552025420,Spicy pepper flakes GÜLCAN,3.95,180g,,,,8717552025420,,
8693354005689,Spicy red turnip juice DOGANAY,2.45,300ml,,,,8693354005689,,
8693354001223,Spicy red turnip juice DOGANAY,3.75,1000ml,,,,8693354001223,,
8693234333277,Spicy red turnip juice GÜLCAN,2.50,1000ml,,,,8693234333277,,
5034916040008,Spicy smoked chili and mustard sauce Chipotle HOT-HEADZ,5.00,227ml,"Garstyčios, raudonieji ""čipotle"" pipirai, dūminis skonis - tai dar vienas pasirinkimas aštresnių pojūčių mėgėjams. Vartojamos visur, kur naudojamos įprastos garstyčios, dešrainiams, mėsainiams, šaltai mėsai ar daržovėms pagardinti ir suteikti pikantiškumo. Aštrumo lygis: 4/5.",,Padažai - pastos ir užtepėlės,5034916040008,,
8852646014505,Spiracha Chilli Sauce Hot&Spicy THAI,7.90,450ml,,,Padažai - pastos ir užtepėlės,8852646014505,,
8691573090127,Split broad beans BURCU,6.90,1000g,,,,8691573090127,,
5017689064662,Split chickpeas (Toor Dal) TRS,2.50,500g,,,,5017689064662,,
5017689000165,Split chickpeas Chana Dal TRS,2.40,1000g,,,,5017689000165,,
8410505033137,Split green peas GARRIDO,2.99,1000g,,,,8410505033137,,
5017689045036,Split mung beans Mung Dal Chilka TRS,3.80,500g,,,,5017689045036,,
4260467594122,Spragesiai DESTAN,3.45,800g,,,,4260467594122,,
8690841016616,Sprayable lemon cologne BEBAK,3.50,150ml,,,,8690841016616,,
8690841016623,Sprayable lime cologne BEBAK,3.50,150ml,,,,8690841016623,,
42398745,Sprite,1.89,250ml,,,,42398745,,
8853662060026,Sriracha chili sauce BLACKOUT,10.00,455ml,,,Padažai - pastos ir užtepėlės,8853662060026,,
5012389672964,Sriracha chunky sauce ENCONA,2.99,142ml,,,Padažai - pastos ir užtepėlės,5012389672964,,
8853662056012,Sriracha hot sauce FG,9.49,455ml,,,Padažai - pastos ir užtepėlės,8853662056012,,
5999885178070,Sriracha hot sauce with extra garlic,7.99,595ml,,,Padažai - pastos ir užtepėlės,5999885178070,,
5999885178063,Sriracha hot sauce with garlic,7.49,500ml,,,Padažai - pastos ir užtepėlės,5999885178063,,
8853662057064,Sriracha hot sauce with wasabi FLYING GOOSE,9.00,455ml,,,Padažai - pastos ir užtepėlės,8853662057064,,
8853662056661,Sriracha mayo sauce FLYING GOOSE,7.99,455ml,,,Padažai - pastos ir užtepėlės,8853662056661,,
8853662060088,Sriracha sauce with black pepper FLYING GOOSE,8.09,455ml,,,Padažai - pastos ir užtepėlės,8853662060088,,
8853662060484,Sriracha sauce with kimchi,7.95,455ml,,,Padažai - pastos ir užtepėlės,8853662060484,,
5999885178056,Sriracha super hot chili sauce,5.90,585ml,,Hungary,Padažai - pastos ir užtepėlės,5999885178056,,
8853662056265,Sriracha with Kaffir lime leaves FG,5.99,455ml,,,,8853662056265,,
8680304618204,Stainless Steel Mini Turkish Tea Pot Set VIVIANA,35.00,,,,,8680304618204,,
8682450895218,Stainless Steel Turkish Tea Pot Set EDA,69.90,,,,,8682450895218,,
4262396735027,Stambus kvietines kruopos HUNKAR,5.75,1000g,,,,4262396735027,,
5017689738365,Star anise TRS,4.90,50g,,,,5017689738365,,
4860006370714,Stewed Quince (compote),5.00,1000ml,,,,4860006370714,,
4860006371117,Stewed cornel (compote),4.90,1000ml,,,,4860006371117,,
4860006371018,Stewed feijoa (compote),4.90,1000ml,,,,4860006371018,,
4860006371100,Stewed peach (compote),5.00,1000ml,,,,4860006371100,,
6281034903930,Strawberry & Banana Fruit Drink RANI,0.65,235ml,,,,6281034903930,,
8850389116937,Strawberry Fruit Flavored Drink MOGU MOGU,2.95,320ml,,,,8850389116937,,
5200348699927,Strawberry and chocolate marmalade,6.00,100g,,,,5200348699927,,
8690524055536,Strawberry flavored Gum FALIM,0.45,7g,,,,8690524055536,,
8690629444853,Strawberry flavored pudding DR.OETKER,1.20,120g,,,,8690629444853,,
8691216020795,Strawberry gummies HARIBO (Halal),1.50,80g,,,,8691216020795,,
4860006370967,Strawberry in light syrup (compote),5.00,1000ml,,,Sirupai - džemai - uogienės - sezamo pasta,4860006370967,,
4251354813761,Strawberry jam GULCAN,2.50,380g,,,,4251354813761,,
4251354810340,Strawberry jam GÜLCAN,2.50,380g,,,,4251354810340,,
4779024850132,Stretch Film 250m STARPAKAS,5.50,,,,,4779024850132,,
4779024851122,Stretch Film 250m STARPAKAS,6.50,,,,,4779024851122,,
8690777101233,Stuffed Eggplant SERA,4.50,300g,,,,8690777101233,,
8690508311313,Stuffed Vineleaves TUKAS,3.99,400g,,,,8690508311313,,
8691573024191,Stuffed cabbage leaves BURCU,3.11,400g,,,,8691573024191,,
8691573021190,Stuffed eggplant BURCU,2.50,400g,,,,8691573021190,,
8691573023194,Stuffed grape leaves BURCU,2.90,400g,,,,8691573023194,,
8691573161094,Stuffed grape leaves BURCU,2.09,200g,,,,8691573161094,,
8691573022197,Stuffed green pepper BURCU,2.70,400g,,,,8691573022197,,
5310354002281,Stuffed pepper BALKANETA,9.99,580ml,,,,5310354002281,,
5310354002076,Stuffed pepper BALKANETA,9.99,580ml,,,,5310354002076,,
5319990121608,Stuffed peppers in oil BEST FOOD,6.00,550g,,,,5319990121608,,
5310354002298,Stuffed yellow pepper BALKANETA,6.90,580ml,,,,5310354002298,,
8717973292944,Sugar coated chickpeas ANATOLIA,2.22,200g,,,,8717973292944,,
4779030399403,Sugared ginger pieces,5.35,200g,,,,4779030399403,,
8717973292050,Sultana raisins ANATOLIA,2.50,250g,,,Džiovinti vaisiai - daržovės,8717973292050,,
8717552026502,Sumac GÜLCAN,6.99,500g,,,,8717552026502,,
8717552023501,Sumac GÜLCAN,13.90,1000g,,,,8717552023501,,
8717552025505,Sumac GÜLCAN,3.70,180g,,,,8717552025505,,
8717552043509,Sumac seeds GÜLCAN,3.90,120g,,,,8717552043509,,
5283001109193,Sumak (Fine) ABIDO,3.50,50g,,,,5283001109193,,
8717703794342,Sumak MIRAS,7.90,250g,,,,8717703794342,,
8690661087865,Sumuštiniai sausainiai su kakavos ir lazdyno riešutų įdaru GESAS,3.25,300g,,,,8690661087865,,
4771459061183,Sun Dried Tomato ,3.49,100g,,,,4771459061183,,
8691573079115,Sun-dried tomatoes in oil BURCU,4.50,300g,,,,8691573079115,,
4262396735928,Sundried Apricot HUNKAR,11.49,400g,,,,4262396735928,,
5213010840916,Sundried tomatoes,7.60,190g,,,,5213010840916,,
4770148151655,Sunflower Oil  PERLA,2.20,1000ml,,,,4770148151655,,
4260766230509,Sunflower Seeds MIRAS,0.99,150g,,,,4260766230509,,
8690629201128,Supangle chocolate pudding DR.OETKER,1.60,143g,,,,8690629201128,,
8853662056067,Super Hot Chilli Sriracha Sauce FLYING GOOSE BRAND,8.90,455ml,,,Padažai - pastos ir užtepėlės,8853662056067,,
8853662056050,Super Hot Chilli Sriracha Sauce FLYING GOOSE BRAND,6.00,200ml,,,Padažai - pastos ir užtepėlės,8853662056050,,
8690949000760,Super mix nut bar TEMPO,1.75,40g,,,,8690949000760,,
6901069106334,Superior Soy Sauce HAIYIN BRIDGE,2.90,150ml,,,Padažai - pastos ir užtepėlės,6901069106334,,
6941521900520,Sushi Ginger ,1.49,200g,,,,6941521900520,,
8720301101665,Sushi Pink Ginger GOLDEN TURTLE,2.90,240g,,,,8720301101665,,
8717703626704,Sushi ginger GOLDEN TURTLE,4.50,1500g,,,,8717703626704,,
8720301100385,Sushi rice ROYAL TIGER,5.50,1000g,,,,8720301100385,,
201623,Svanu Druska,0.54,50g,,Turkey,Prieskoniai,201623,,
201627,Svanu Druska ,10.80,1000g,,Turkey,Prieskoniai,201627,,
8699580003475,Svarainių ir liepžiedžių arbata pakeliais (20vnt.) DOGADAN,3.30,32g,,,Arbata - kava / Žolelių arbata,8699580003475,,
4027394006056,Sviestas 82% riebumo YAYLA,6.99,200g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394006056,,
03384400006,Svogūnų milteliai BADIA,3.99,78g,,,,3384400006,,
5900259117564,Sweet Chilli Flavoured DORITOS,3.90,100g,,,,5900259117564,,
8853662004020,Sweet Chilli Sauce EXOTIC FOOD,6.90,870g,,,Padažai - pastos ir užtepėlės,8853662004020,,
8710819013932,Sweet Chilli Sauce WENOJOE,4.90,250ml,,,Padažai - pastos ir užtepėlės,8710819013932,,
5076118,Sweet chili sauce ENCONA,3.10,142ml,,,Padažai - pastos ir užtepėlės,5076118,,
60817105049,Sweet mango chutney SWAD,3.30,350g,,,,60817105049,,
6081710506,Sweet mango chutney SWAD,3.70,350g,,,,6081710506,,
4027394010008,Sweet paprika paste Yayla 370g,2.99,320g,,,,4027394010008,,
8717552021910,Sweet pepper flakes GÜLCAN,3.10,180g,,,,8717552021910,,
8699237142274,Sūdytos pistacijos Star Nut,7.00,200g,,,,8699237142274,,
8699237141482,Sūdytos pistacijos Star Nut 400g,9.60,200g,,,,8699237141482,,
4771096224170,TICHE Gazuotas,1.90,330ml,,,,4771096224170,,
4771096224095,TICHE Negazuotas,2.30,330ml,,,,4771096224095,,
608171075089,TIKKA MASALA SWAD,4.99,245ml,,,,608171075089,,
8711327628007,TWISTER Ledai Cosmixx,1.49,70ml,,,,8711327628007,,
8690504190554,Tac Crackers pack of 3 ULKER,2.90,228g,,Turkey,,8690504190554,,
8717973291831,Taco chips ANATOLIA,1.60,150g,,,,8717973291831,,
4262396736680,Taco flavored corn chips HUNKAR,3.90,250g,,,,4262396736680,,
86834170005600,Tadelle Dark Wafer,1.00,35g,,,,86834170005600,,
8690792018202,Tahin GULSAN,3.99,290g,,Turkey,Sirupai - džemai - uogienės - sezamo pasta,8690792018202,,
4262396735416,Tahini & Grape Molasses Set HUNKAR,9.49,700g,,,Sirupai - džemai - uogienės - sezamo pasta,4262396735416,,
8691573097188,Tahini BURCU,5.60,550g,,,Sirupai - džemai - uogienės - sezamo pasta,8691573097188,,
